,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
930,53,blue-collar,married,primary,no,4793,yes,no,telephone,20,apr,26,4,150,5,failure,no
931,50,technician,married,secondary,no,3149,yes,no,cellular,19,nov,69,1,190,1,other,no
932,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,10,aug,89,1,98,3,failure,no
933,28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,150,1,79,3,success,no
934,45,blue-collar,married,secondary,no,87,yes,no,cellular,14,may,96,1,360,3,failure,no
935,30,admin.,married,secondary,no,490,yes,no,cellular,3,feb,82,6,251,4,other,no
936,61,retired,married,primary,no,1720,no,no,cellular,12,nov,150,1,463,5,failure,no
937,51,technician,married,secondary,no,195,yes,no,cellular,17,feb,105,1,92,1,failure,no
938,32,services,married,secondary,no,356,yes,no,cellular,29,jan,56,2,223,5,failure,no
939,27,blue-collar,married,secondary,no,30,no,yes,cellular,18,may,110,1,334,4,other,no
940,60,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,279,3,266,1,failure,no
941,34,entrepreneur,married,secondary,no,1847,yes,no,cellular,9,apr,543,3,321,6,failure,no
942,39,blue-collar,married,secondary,no,660,yes,yes,cellular,20,nov,180,1,185,2,failure,no
943,37,housemaid,divorced,secondary,no,1040,yes,no,cellular,13,may,199,1,173,2,failure,no
944,29,student,single,secondary,no,154,yes,no,cellular,13,may,20,6,358,9,failure,no
945,32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,197,1,99,2,success,no
946,52,services,divorced,secondary,no,1527,no,yes,cellular,20,nov,276,1,122,1,other,no
947,60,management,married,tertiary,no,261,yes,yes,cellular,1,jun,128,1,192,1,failure,no
948,47,blue-collar,divorced,secondary,no,1480,yes,no,cellular,15,may,144,1,365,1,failure,no
949,58,services,divorced,secondary,no,739,yes,no,cellular,20,apr,304,7,335,5,failure,no
950,37,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421,2,95,1,success,no
951,47,management,married,tertiary,no,4879,no,no,cellular,6,jul,96,3,340,3,failure,no
952,51,blue-collar,married,primary,no,377,yes,no,telephone,3,feb,143,4,272,1,failure,no
953,35,entrepreneur,married,tertiary,no,1859,yes,no,cellular,7,apr,157,1,267,2,failure,no
954,32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
955,36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no
956,42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,no
957,52,blue-collar,divorced,primary,no,29,yes,no,cellular,15,may,223,2,298,1,failure,no
958,42,blue-collar,married,secondary,no,2044,yes,yes,cellular,7,may,155,1,282,5,failure,no
959,40,technician,single,secondary,no,287,yes,no,cellular,8,may,69,1,298,3,failure,no
960,34,services,single,tertiary,no,88,no,no,cellular,5,jun,206,1,99,1,failure,no
961,35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,other,no
962,29,services,single,tertiary,no,737,yes,yes,cellular,30,jan,499,5,248,1,failure,no
963,37,technician,married,secondary,no,146,yes,yes,cellular,6,may,82,2,356,2,failure,no
964,40,management,single,tertiary,no,406,yes,no,cellular,13,may,130,1,371,1,failure,no
965,30,services,single,secondary,no,405,yes,no,cellular,5,feb,103,1,265,2,other,no
966,29,blue-collar,single,secondary,no,43,no,no,cellular,7,may,142,1,353,1,failure,no
967,34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,no
968,38,technician,single,secondary,no,12926,yes,no,cellular,6,apr,271,2,307,1,failure,no
969,41,admin.,married,secondary,no,1597,yes,no,cellular,16,apr,461,2,321,1,failure,no
970,31,admin.,single,tertiary,no,5,no,yes,cellular,2,feb,75,1,206,1,failure,no
971,59,blue-collar,married,primary,no,5788,no,no,cellular,14,may,56,2,350,2,failure,no
972,28,services,single,secondary,no,430,yes,no,cellular,8,may,158,2,350,2,failure,no
973,41,blue-collar,married,secondary,no,440,yes,no,cellular,5,may,523,1,334,2,failure,no
974,30,blue-collar,single,secondary,no,144,yes,no,cellular,5,feb,259,1,260,3,failure,no
975,33,admin.,single,secondary,no,2554,yes,no,telephone,6,apr,125,3,249,15,failure,no
976,30,technician,single,tertiary,no,3086,yes,no,cellular,7,may,84,3,168,1,failure,no
977,56,management,single,secondary,no,237,yes,no,telephone,17,nov,117,3,131,4,failure,no
978,33,management,single,tertiary,no,312,no,no,cellular,11,aug,271,1,369,3,failure,no
979,33,technician,single,secondary,no,0,yes,no,cellular,9,feb,91,3,236,4,other,no
980,41,technician,married,tertiary,no,532,yes,no,cellular,20,apr,414,2,285,1,failure,no
981,55,unemployed,married,secondary,no,377,no,no,cellular,8,oct,403,1,183,1,success,no
982,45,management,married,tertiary,no,677,yes,no,cellular,12,may,253,3,334,2,failure,no
983,46,admin.,divorced,secondary,no,984,yes,no,cellular,12,may,181,4,369,5,failure,no
984,28,admin.,single,secondary,no,20,yes,no,cellular,14,may,17,5,370,4,other,no
985,35,blue-collar,married,primary,no,1749,yes,no,cellular,18,may,63,5,363,11,other,no
986,35,housemaid,married,tertiary,no,11219,no,no,cellular,12,aug,699,2,79,1,failure,no
987,31,technician,single,tertiary,no,-241,yes,no,cellular,18,may,333,2,355,1,failure,no
988,34,technician,single,tertiary,no,2658,yes,no,cellular,31,mar,265,1,230,2,failure,no
989,28,admin.,single,tertiary,no,373,yes,no,cellular,14,aug,78,1,79,4,other,no
990,41,blue-collar,married,primary,no,0,yes,no,cellular,6,feb,620,4,200,4,success,no
991,53,blue-collar,divorced,primary,no,255,yes,no,cellular,4,feb,134,2,272,2,failure,no
992,58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other,no
993,26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,may,80,3,329,3,failure,no
994,32,management,single,secondary,no,301,yes,no,cellular,16,apr,383,3,345,1,failure,no
995,33,entrepreneur,married,secondary,no,1034,yes,no,cellular,12,may,23,6,295,6,failure,no
996,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure,no
997,52,technician,married,secondary,no,463,yes,no,cellular,4,feb,132,6,267,5,failure,no
998,28,blue-collar,married,secondary,no,-42,yes,no,cellular,15,may,192,1,364,3,other,no
999,37,management,divorced,tertiary,yes,-1,yes,yes,cellular,7,may,101,1,349,1,failure,no
1000,41,blue-collar,married,primary,no,1461,yes,no,cellular,18,nov,290,1,165,2,success,no
1001,36,technician,married,secondary,no,0,yes,no,cellular,6,apr,583,3,335,2,other,no
1002,27,student,single,secondary,no,2784,yes,no,telephone,20,apr,153,1,328,1,failure,no
1003,36,blue-collar,divorced,secondary,no,52,yes,no,cellular,13,may,152,1,348,1,failure,no
1004,34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jan,135,2,184,5,failure,no
1005,32,admin.,married,secondary,no,752,yes,no,cellular,21,nov,82,4,191,1,failure,no
1006,50,blue-collar,married,secondary,no,-581,yes,no,cellular,14,may,877,2,345,5,failure,no
1007,47,services,single,secondary,no,897,yes,no,telephone,13,may,48,4,176,2,failure,no
1008,28,blue-collar,single,secondary,no,-208,yes,no,cellular,15,may,136,3,359,2,failure,no
1009,30,blue-collar,single,secondary,no,3950,yes,no,telephone,18,may,152,4,370,3,other,no
1010,34,entrepreneur,married,secondary,no,393,yes,no,cellular,7,may,174,1,293,3,failure,no
1011,42,housemaid,married,primary,no,4279,yes,no,cellular,5,feb,97,1,198,1,failure,no
1012,58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure,no
1013,42,technician,married,tertiary,no,-378,yes,yes,cellular,15,may,11,7,330,2,failure,no
1014,35,blue-collar,single,tertiary,no,1011,yes,no,cellular,20,apr,36,2,349,1,failure,no
1015,34,blue-collar,married,secondary,no,563,no,yes,cellular,5,feb,384,1,2,2,failure,no
1016,36,entrepreneur,married,secondary,no,313,yes,no,cellular,29,jan,167,2,198,1,failure,no
1017,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,21,nov,407,4,182,2,other,no
1018,31,management,single,tertiary,no,775,yes,no,cellular,4,may,99,2,14,3,failure,no
1019,52,services,married,secondary,no,393,yes,yes,cellular,28,jan,446,1,182,8,failure,no
1020,44,management,married,primary,no,1880,yes,no,cellular,18,nov,34,1,124,6,failure,no
1021,45,management,single,secondary,no,142,no,yes,cellular,19,nov,258,1,105,4,failure,no
1022,48,admin.,married,primary,no,3,yes,no,cellular,3,feb,69,1,252,4,failure,no
1023,41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
1024,36,technician,divorced,secondary,no,69,yes,no,cellular,12,may,61,2,369,3,failure,no
1025,40,blue-collar,married,primary,no,665,yes,no,cellular,5,feb,177,3,211,1,success,no
1026,34,technician,single,tertiary,no,144,yes,yes,cellular,14,oct,104,1,85,19,failure,no
1027,33,blue-collar,married,secondary,no,931,yes,no,cellular,5,may,272,2,336,1,failure,no
1028,38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,no
1029,45,management,married,tertiary,no,1033,yes,no,cellular,7,may,177,1,357,1,failure,no
1030,39,services,single,primary,no,471,yes,no,cellular,18,may,61,4,362,1,failure,no
1031,53,management,divorced,tertiary,no,2152,no,no,cellular,4,may,520,2,80,3,success,no
1032,61,retired,married,secondary,no,89,no,no,cellular,28,oct,154,1,181,2,failure,no
1033,39,admin.,single,secondary,no,720,yes,no,telephone,22,apr,154,8,14,5,other,no
1034,43,management,married,tertiary,no,479,yes,no,cellular,6,feb,168,1,254,2,failure,no
1035,29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,no
1036,36,management,married,tertiary,no,0,yes,no,cellular,21,nov,72,3,29,4,success,no
1037,31,technician,single,secondary,no,863,yes,no,cellular,25,may,166,3,111,6,failure,no
1038,35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no
1039,33,blue-collar,married,secondary,yes,-354,yes,yes,cellular,28,jan,104,1,245,2,failure,no
1040,36,management,married,secondary,no,339,yes,no,cellular,12,may,279,1,354,1,failure,no
1041,44,blue-collar,divorced,secondary,no,370,yes,no,cellular,11,may,128,1,369,1,failure,no
1042,53,retired,married,tertiary,no,1452,no,yes,cellular,19,nov,442,2,113,3,failure,no
1043,46,blue-collar,married,secondary,no,130,yes,no,cellular,14,may,106,1,349,1,failure,no
1044,52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,failure,no
1045,25,student,single,tertiary,no,938,yes,no,cellular,14,may,36,1,352,1,other,no
1046,30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,nov,779,2,175,1,failure,no
1047,32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other,no
1048,38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,other,no
1049,33,blue-collar,married,primary,no,217,yes,no,cellular,20,apr,198,1,339,3,failure,no
1050,30,technician,divorced,tertiary,no,317,yes,no,cellular,15,may,165,3,294,5,failure,no
1051,43,unemployed,married,secondary,no,775,no,no,cellular,16,dec,325,1,124,2,failure,no
1052,40,blue-collar,married,secondary,no,125,yes,no,cellular,13,may,119,2,370,1,failure,no
1053,69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,no
1054,47,blue-collar,single,primary,no,133,yes,no,cellular,14,may,285,1,330,3,other,no
1055,34,admin.,married,secondary,no,3185,yes,no,cellular,20,nov,93,1,191,1,failure,no
1056,39,technician,married,secondary,no,116,no,no,cellular,24,aug,79,2,94,2,success,no
1057,35,admin.,single,tertiary,no,5007,yes,no,cellular,13,aug,73,1,112,2,other,no
1058,38,technician,single,tertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,no
1059,52,blue-collar,married,primary,no,320,yes,no,cellular,6,feb,306,3,253,4,other,no
1060,31,services,single,primary,no,181,yes,no,cellular,20,apr,93,3,340,2,other,no
1061,34,blue-collar,single,primary,no,18,no,no,cellular,18,may,324,4,360,3,other,no
1062,55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,other,no
1063,37,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
1064,40,management,married,tertiary,no,710,yes,no,cellular,5,may,266,1,298,2,failure,no
1065,47,housemaid,married,secondary,no,3940,yes,no,cellular,9,nov,171,2,96,5,success,no
1066,29,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,16,9,253,1,failure,no
1067,50,technician,married,secondary,no,0,yes,no,cellular,17,nov,114,4,168,2,failure,no
1068,35,entrepreneur,married,tertiary,no,355,yes,no,cellular,6,may,183,2,355,1,failure,no
1069,39,management,married,secondary,no,763,no,no,cellular,19,nov,360,1,153,2,other,no
1070,36,management,divorced,tertiary,no,210,yes,no,telephone,21,nov,62,1,127,2,failure,no
1071,51,services,married,tertiary,no,218,yes,no,cellular,7,may,154,3,363,2,failure,no
1072,36,unemployed,single,tertiary,no,953,yes,no,cellular,22,may,169,1,94,2,other,no
1073,48,blue-collar,single,secondary,no,-269,no,no,cellular,2,feb,167,1,263,3,other,no
1074,50,technician,divorced,secondary,no,8,no,no,cellular,2,feb,171,2,5,1,other,no
1075,41,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure,no
1076,36,admin.,married,secondary,no,0,yes,no,cellular,2,feb,236,2,252,1,other,no
1077,32,technician,single,tertiary,no,2626,yes,yes,cellular,7,may,217,2,351,2,other,no
1078,33,management,single,tertiary,no,5437,no,no,cellular,10,aug,131,1,98,2,success,no
1079,35,blue-collar,married,secondary,no,0,yes,yes,cellular,13,may,291,8,293,1,failure,no
1080,27,blue-collar,married,secondary,no,-330,yes,yes,cellular,14,may,88,1,353,2,failure,no
1081,21,student,single,primary,no,1596,no,no,cellular,26,aug,115,1,93,2,failure,no
1082,29,management,single,tertiary,no,572,yes,no,telephone,8,may,72,6,181,1,success,no
1083,40,technician,married,secondary,no,372,yes,no,cellular,21,nov,365,1,100,2,failure,no
1084,41,blue-collar,married,secondary,no,992,yes,yes,cellular,5,may,335,1,295,3,failure,no
1085,48,blue-collar,married,primary,no,683,yes,no,cellular,9,feb,144,5,209,12,failure,no
1086,34,management,married,tertiary,no,349,yes,yes,cellular,29,jan,133,2,185,3,failure,no
1087,29,services,single,secondary,no,3331,yes,no,cellular,20,apr,13,4,327,2,failure,no
1088,32,management,single,tertiary,no,41,yes,no,cellular,7,may,449,1,338,1,other,no
1089,56,entrepreneur,married,tertiary,no,16125,no,no,telephone,7,may,202,2,167,1,failure,no
1090,38,management,married,tertiary,no,-113,yes,no,cellular,17,apr,141,1,323,3,failure,no
1091,33,technician,single,tertiary,no,2340,no,no,cellular,31,aug,65,5,97,3,failure,no
1092,44,services,married,primary,no,1161,yes,no,cellular,19,nov,402,1,184,5,failure,no
1093,41,blue-collar,married,primary,no,254,yes,no,cellular,12,may,25,1,309,3,failure,no
1094,31,management,single,tertiary,no,308,yes,yes,cellular,28,jan,262,2,268,2,other,no
1095,29,admin.,single,secondary,no,891,yes,no,cellular,14,may,172,2,352,1,failure,no
1096,52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,3,feb,373,1,236,2,failure,no
1097,51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
1098,57,services,married,primary,no,-319,no,yes,cellular,5,feb,620,1,196,1,other,no
1099,43,management,married,tertiary,no,2767,yes,no,cellular,17,nov,374,1,186,7,failure,no
1100,39,blue-collar,married,secondary,no,1254,yes,no,cellular,15,may,133,1,353,5,other,no
1101,32,entrepreneur,married,tertiary,no,281,yes,no,telephone,20,apr,18,5,349,2,failure,no
1102,36,entrepreneur,married,secondary,no,0,yes,no,cellular,11,may,187,1,174,1,failure,no
1103,41,admin.,married,primary,no,1314,yes,no,cellular,20,apr,159,1,326,1,failure,no
1104,43,unemployed,married,secondary,no,511,yes,yes,telephone,5,feb,191,5,190,5,other,no
1105,47,blue-collar,married,secondary,no,0,yes,no,cellular,9,feb,168,4,180,2,other,no
1106,27,services,single,secondary,no,504,yes,no,cellular,18,may,106,5,362,8,other,no
1107,37,technician,single,secondary,no,-272,no,yes,cellular,20,nov,104,3,139,6,failure,no
1108,42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
1109,33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes
1110,36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
1111,49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
1112,53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes
1113,37,technician,married,secondary,no,5115,yes,no,cellular,17,nov,1210,2,171,4,failure,yes
1114,45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,126,2,failure,yes
1115,34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,other,yes
1116,31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,other,yes
1117,46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,110,3,other,yes
1118,45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
1119,46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1084,1,100,4,failure,yes
1120,43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
1121,33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,other,yes
1122,46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,174,1,success,yes
1123,38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,other,yes
1124,34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other,yes
1125,58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,680,2,111,6,failure,yes
1126,40,management,married,tertiary,no,3352,yes,no,cellular,19,nov,639,2,27,1,success,yes
1127,32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure,yes
1128,33,technician,married,tertiary,no,6843,no,no,cellular,20,nov,755,1,100,10,other,yes
1129,30,blue-collar,married,secondary,no,501,yes,yes,cellular,20,nov,994,1,177,1,failure,yes
1130,46,technician,married,tertiary,no,0,no,no,cellular,20,nov,531,1,167,1,failure,yes
1131,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,yes
1132,43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes
1133,38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,888,2,183,2,failure,yes
1134,37,technician,divorced,secondary,no,3068,yes,yes,cellular,20,nov,370,2,195,1,other,yes
1135,32,services,married,secondary,no,983,yes,no,cellular,20,nov,500,2,133,1,failure,yes
1136,31,unemployed,married,secondary,no,314,yes,no,cellular,20,nov,1341,3,178,7,failure,yes
1137,50,blue-collar,married,primary,no,12519,yes,no,cellular,21,nov,615,3,34,1,failure,yes
1138,47,technician,married,secondary,no,0,no,no,cellular,21,nov,591,1,10,1,failure,yes
1139,59,management,married,tertiary,no,7049,no,no,cellular,21,nov,530,1,163,2,failure,yes
1140,31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,failure,yes
1141,30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
1142,31,management,married,secondary,no,8629,yes,no,cellular,21,nov,957,1,184,2,failure,yes
1143,53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,796,5,154,1,failure,yes
1144,31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other,yes
1145,47,technician,married,secondary,no,834,no,yes,cellular,21,nov,902,1,133,2,other,yes
1146,59,services,divorced,secondary,no,1,yes,no,cellular,28,jan,602,1,253,5,other,yes
1147,31,unemployed,single,primary,no,163,no,no,cellular,30,jan,707,2,2,1,other,yes
1148,40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,242,2,failure,yes
1149,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,failure,yes
1150,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
1151,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
1152,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,failure,yes
1153,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
1154,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,other,yes
1155,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,yes
1156,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes
1157,31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,2,90,1,success,yes
1158,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,yes
1159,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes
1160,31,management,married,tertiary,no,141,yes,no,cellular,4,feb,572,2,238,7,other,yes
1161,41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1164,1,203,1,failure,yes
1162,31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,642,1,167,2,failure,yes
1163,26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,failure,yes
1164,26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916,2,189,29,other,yes
1165,38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success,yes
1166,31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success,yes
1167,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure,yes
1168,34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,yes
1169,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,88,1,success,yes
1170,34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,1,85,1,failure,yes
1171,51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
1172,40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,93,1,success,yes
1173,37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,118,4,210,3,failure,yes
1174,33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure,yes
1175,35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,yes
1176,44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,other,yes
1177,39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,yes
1178,30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes
1179,38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes
1180,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes
1181,60,retired,married,secondary,no,404,no,no,cellular,5,mar,308,2,196,2,failure,yes
1182,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
1183,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,other,yes
1184,31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,106,1,failure,yes
1185,44,management,single,tertiary,no,483,no,no,cellular,6,mar,207,2,199,6,success,yes
1186,37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,350,2,112,3,failure,yes
1187,37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,failure,yes
1188,30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,232,2,294,2,failure,yes
1189,59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,203,4,121,2,failure,yes
1190,34,technician,married,secondary,no,390,yes,no,cellular,27,mar,95,2,231,2,failure,yes
1191,38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
1192,46,admin.,married,secondary,no,-522,yes,no,cellular,27,mar,243,3,239,13,other,yes
1193,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes
1194,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes
1195,41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,135,2,failure,yes
1196,33,technician,single,tertiary,no,127,yes,no,cellular,6,apr,583,2,222,17,failure,yes
1197,37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success,yes
1198,37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,1138,2,138,1,failure,yes
1199,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,yes
1200,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure,yes
1201,32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure,yes
1202,33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes
1203,30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,yes
1204,38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure,yes
1205,41,services,married,secondary,no,803,yes,no,cellular,9,apr,592,4,316,3,failure,yes
1206,33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure,yes
1207,42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,failure,yes
1208,28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes
1209,45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,failure,yes
1210,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,yes
1211,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure,yes
1212,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,yes
1213,44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure,yes
1214,43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure,yes
1215,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes
1216,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes
1217,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes
1218,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
1219,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success,yes
1220,35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,234,4,failure,yes
1221,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
1222,32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,yes
1223,32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,failure,yes
1224,40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes
1225,56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other,yes
1226,35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,yes
1227,32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,yes
1228,34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure,yes
1229,31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,57,2,failure,yes
